id,author,text,like_count,timestamp,parent,commentaire,label,score,cues_pos_words,cues_neg_words,cues_pos_emoji,cues_neg_emoji,cues_laugh
UgxpfA9WrkeD7DoRWjh4AaABAg,@mariebaralle8305,"Je vous avez dit que c'est  le meilleur BRAVO, BRAVO BRAVO Monsieur DEMBELE.",0,1758672000,root,"@mariebaralle8305 Je vous avez dit que c'est  le meilleur BRAVO, BRAVO BRAVO Monsieur DEMBELE.",positif,1.0,bravo,,0,0,0
UgzvZ1yUkVk1njJWsm14AaABAg,@TurkosM57,"Bien joué Dembélé magnifique saison en plus a côté de notre légende préférée, le fameux Ronaldinho 🤙🥳",0,1758672000,root,"@TurkosM57 Bien joué Dembélé magnifique saison en plus a côté de notre légende préférée, le fameux Ronaldinho 🤙🥳",positif,2.8,"legend, magnifique",,1,0,0
UgxLS54_Z1wqf-vkeRR4AaABAg,@ericgbamele6219,"Je regarde la vidéo et jai envoyé chialer aussi 😂😂😂❤
Autant passionné qu'ousmane",0,1758672000,root,"@ericgbamele6219 Je regarde la vidéo et jai envoyé chialer aussi 😂😂😂❤
Autant passionné qu'ousmane",positif,0.8,,,1,0,0
UgyJMv_kAFU4PhKtZY94AaABAg,@melkamuat6590,Congratulations for Dembele.He is a model of hard work and dedication.,0,1758672000,root,@melkamuat6590 Congratulations for Dembele.He is a model of hard work and dedication.,neutre,0.0,,,0,0,0
Ugyg4vlEL4q03s2f-uh4AaABAg,@marc_hm_,"Bravo Ousmane pour cette distinction, pleurer d'émotion n'est pas une faiblesse, celà montre juste l'humanité qui est en toi.",0,1758672000,root,"@marc_hm_ Bravo Ousmane pour cette distinction, pleurer d'émotion n'est pas une faiblesse, celà montre juste l'humanité qui est en toi.",positif,1.0,bravo,,0,0,0
UgwG1gC4zT3bTfl7Y4l4AaABAg,@gilleskairys9462,Purée la mère… aucune émotion,0,1758672000,root,@gilleskairys9462 Purée la mère… aucune émotion,neutre,0.0,,,0,0,0
UgwFhAYvPHi4kVZNyJl4AaABAg,@kneg3441,"La darone c’est Karaba , elle est dur comme de la roche",0,1758672000,root,"@kneg3441 La darone c’est Karaba , elle est dur comme de la roche",neutre,0.0,,,0,0,0
Ugxkv7HoSFFyHG8SuaN4AaABAg,@ronaldinho_le_gaucho,Kyky 😭😭😭🤣,0,1758672000,root,@ronaldinho_le_gaucho Kyky 😭😭😭🤣,negatif,-2.4000000000000004,,,0,3,0
UgyRCjVaEu_WBUeljlF4AaABAg,@cyborg3576,"Un ballon d’Or pour le Sénégal, le Mali et la Mauritanie. Une victoire pour l’Afrique et une chance pour la Suède. 🇸🇳🇲🇱🇲🇷🇸🇪.

Bravo esclave, tes ancêtres de La Amistad sont fiers de toi.",0,1758672000,root,"@cyborg3576 Un ballon d’Or pour le Sénégal, le Mali et la Mauritanie. Une victoire pour l’Afrique et une chance pour la Suède. 🇸🇳🇲🇱🇲🇷🇸🇪.

Bravo esclave, tes ancêtres de La Amistad sont fiers de toi.",positif,1.0,bravo,,0,0,0
Ugyyw9FOTFqm3afQ2eh4AaABAg,@DiegoTomene,❤❤❤ et Ousmane ballon d'or ❤❤❤❤❤❤❤,1,1758672000,root,@DiegoTomene ❤❤❤ et Ousmane ballon d'or ❤❤❤❤❤❤❤,positif,8.0,,,10,0,0
UgyFykl-P_9Y1GQU2qZ4AaABAg,@idson5409,"Les quartiers dénigrés matin, midi et soir font les champions et la fierté de la France 🇫🇷🇫🇷🇫🇷👏👏👏👌👌👌💪💪👍👍👍.",0,1758672000,root,"@idson5409 Les quartiers dénigrés matin, midi et soir font les champions et la fierté de la France 🇫🇷🇫🇷🇫🇷👏👏👏👌👌👌💪💪👍👍👍.",positif,6.4,,,8,0,0
Ugypx7_BPdTtV1IgDZ94AaABAg,@petrishkaba7420,Lamine yamal le mérite,0,1758672000,root,@petrishkaba7420 Lamine yamal le mérite,positif,1.0,merite,,0,0,0
UgxJnqiy49ywVODg5Nd4AaABAg,@INL_isny,Il le mérite vraiment,0,1758672000,root,@INL_isny Il le mérite vraiment,positif,1.0,merite,,0,0,0
UgwyFrxKh6VDzGkOCYB4AaABAg,@jimslimann746,Exceptionnel,0,1758672000,root,@jimslimann746 Exceptionnel,neutre,0.0,,,0,0,0
UgxP2d6C30T6eDehu3R4AaABAg,@darylngouajio,félicitations  a toi DEMBELE,0,1758672000,root,@darylngouajio félicitations  a toi DEMBELE,positif,1.0,felicitation,,0,0,0
Ugx_1V55w08WCXF4t7F4AaABAg,@darylngouajio,c'est le ballon d'or du collectif 😍😍😍😍,0,1758672000,root,@darylngouajio c'est le ballon d'or du collectif 😍😍😍😍,neutre,0.0,,,0,0,0
UgxM6RCYtEVAUDIOUml4AaABAg,@ZidnyChampion,J’ai toujours cru en lui🥹. Il était le meilleur joueur pour moi et pour toujours il le sera. Je suis fière de toi Dembouz si et seulement tu pouvais voir mon cœur et savoir combien de fois je t’aime pour ta performance sur le terrain. Je te remercie de ne pas pouvoir me faire regretter d’avoir croire en toi. L’année prochaine tu vas encore remporter inshaAllah 😭🫂,16,1758672000,root,@ZidnyChampion J’ai toujours cru en lui🥹. Il était le meilleur joueur pour moi et pour toujours il le sera. Je suis fière de toi Dembouz si et seulement tu pouvais voir mon cœur et savoir combien de fois je t’aime pour ta performance sur le terrain. Je te remercie de ne pas pouvoir me faire regretter d’avoir croire en toi. L’année prochaine tu vas encore remporter inshaAllah 😭🫂,negatif,-0.8,,,0,1,0
UgydxwksB8-LruLRmOV4AaABAg,@ericbertomeu8280,Mh je retiens quand même que c’est exceptionnel,0,1758672000,root,@ericbertomeu8280 Mh je retiens quand même que c’est exceptionnel,neutre,0.0,,,0,0,0
UgyxwvamqfnUGvUE4xd4AaABAg,@XumoyunmirzoQobilov,Meni fikirim yamal olish kerak edi,0,1758672000,root,@XumoyunmirzoQobilov Meni fikirim yamal olish kerak edi,neutre,0.0,,,0,0,0
UgykQbeGOxJs6HhejZJ4AaABAg,@Bigmio22,Félicitations d’emblée mais c hakimi qui mérite plus le BO…. C injuste…,0,1758672000,root,@Bigmio22 Félicitations d’emblée mais c hakimi qui mérite plus le BO…. C injuste…,positif,1.0,"felicitation, merite",injuste,0,0,0
UgxNcZDIdjkoGoKhCRF4AaABAg,@coumbasy3748,❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0,1758672000,root,@coumbasy3748 ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,positif,12.0,,,15,0,0
UgwOeFWp47ORZfHkOXJ4AaABAg,@djefardeur7958,Top,1,1758672000,root,@djefardeur7958 Top,positif,1.0,top,,0,0,0
UgyFU-KRUourr6HsNCJ4AaABAg,@wahabkiller236,Il la mérite wlh,0,1758672000,root,@wahabkiller236 Il la mérite wlh,positif,1.0,merite,,0,0,0
UgzT7wEXP2GhWTGUh8V4AaABAg,@marcellinklaro4785,"Dembelé Merci pour tout...
Le meilleur reste à venir 🇨🇮♥️🫡",0,1758672000,root,"@marcellinklaro4785 Dembelé Merci pour tout...
Le meilleur reste à venir 🇨🇮♥️🫡",neutre,0.0,,,0,0,0
UgyodgScgRxH7xYztAd4AaABAg,@DannyMayengele,Très magnifique 💓,0,1758672000,root,@DannyMayengele Très magnifique 💓,positif,1.8,magnifique,,1,0,0
UgwtOrvhLw7QS9mOopN4AaABAg,@mariamfaye3012,Je suis fier de toi mon grand ❤❤❤❤❤,0,1758672000,root,@mariamfaye3012 Je suis fier de toi mon grand ❤❤❤❤❤,positif,4.0,,,5,0,0
Ugw0VznX-medqk_0THt4AaABAg,@PatriceBonnet-x7l,Reconnaissant le dembouz surtout ac la maman,0,1758672000,root,@PatriceBonnet-x7l Reconnaissant le dembouz surtout ac la maman,neutre,0.0,,,0,0,0
UgxOItyr97TcjZvB3Eh4AaABAg,@Rauler12,Ronnie l’ancien même pas un peu de suspens 😂,0,1758672000,root,@Rauler12 Ronnie l’ancien même pas un peu de suspens 😂,neutre,0.0,,,0,0,0
Ugwu1Emr_3_TzHbL9bB4AaABAg,@julesbellenous8982,exepctionnel,0,1758672000,root,@julesbellenous8982 exepctionnel,neutre,0.0,,,0,0,0
UgyMXhzokJyrcR3VYAh4AaABAg,@RahimHamada-i5h,Ousman bollon d'or et ousman ballon d'or ousman ballon d'or et ousman ballon d'or répéter 20 fois,0,1758672000,root,@RahimHamada-i5h Ousman bollon d'or et ousman ballon d'or ousman ballon d'or et ousman ballon d'or répéter 20 fois,neutre,0.0,,,0,0,0
UgxMcf0tB6vYxc_28Vh4AaABAg,@mchakir79,Il merite pas...cest Hakimi,0,1758672000,root,@mchakir79 Il merite pas...cest Hakimi,positif,1.0,merite,,0,0,0
Ugwnel5bk-uLPlAgIqt4AaABAg,@ssff5180,Hakimi en 6.n importe quoi,0,1758672000,root,@ssff5180 Hakimi en 6.n importe quoi,neutre,0.0,,,0,0,0
UgxK0HQjksKwPPqkLjF4AaABAg,@SundaeKongoKingdom,"Il y a une campagne anti-Brésil depuis que Kaka l'a gagné. Au cours des 15 dernières années, 5 Brésiliens auraient du le gagner ou devaient etre au moins dans le top 5. Neymar devrait l'avoir 2 fois, puis Dani Alves et Marcelo, sûrement les 2 arrières avec le plus de titres de l'histoire du football, Rodri l'a volé a Vini Jr l'année dernière, tout comme Messi alors que le vrai BO est Haaland l'année précédente et Lewandwoski pendant la covid. Cette année, le vrai Ballon d'Or était Raphinha, l'impact sur le terrain, les dribbles, les situations compliquées ou il a sauvé le Barça, les statistiques, il a été sévèrement boycotté. Ils n'aiment pas les Brésiliens. Les 3 joueurs qui se sont fait volé un Ballon d'Or incontestable sont Eto'o, Ribéry et Sneijder.",0,1758672000,root,"@SundaeKongoKingdom Il y a une campagne anti-Brésil depuis que Kaka l'a gagné. Au cours des 15 dernières années, 5 Brésiliens auraient du le gagner ou devaient etre au moins dans le top 5. Neymar devrait l'avoir 2 fois, puis Dani Alves et Marcelo, sûrement les 2 arrières avec le plus de titres de l'histoire du football, Rodri l'a volé a Vini Jr l'année dernière, tout comme Messi alors que le vrai BO est Haaland l'année précédente et Lewandwoski pendant la covid. Cette année, le vrai Ballon d'Or était Raphinha, l'impact sur le terrain, les dribbles, les situations compliquées ou il a sauvé le Barça, les statistiques, il a été sévèrement boycotté. Ils n'aiment pas les Brésiliens. Les 3 joueurs qui se sont fait volé un Ballon d'Or incontestable sont Eto'o, Ribéry et Sneijder.",neutre,0.0,top,vol,0,0,0
UgzIcVBenwbODPD0bHF4AaABAg,@Alixo91,Une petite pépite de renne,0,1758672000,root,@Alixo91 Une petite pépite de renne,neutre,0.0,,,0,0,0
Ugysd4SJURXvO_9a0NV4AaABAg,@Mr-Feria,Champion mon frère !!!,0,1758672000,root,@Mr-Feria Champion mon frère !!!,neutre,0.0,,,0,0,0
UgxZbpMsdatAbGPOam94AaABAg,@samirbenabdallah9462,"Que la paix soit sur vous.
Croyez en ALLAH (DIEU) et au jour du jugement et œuvrez dans le bien.
Évitez de montrer des femmes dont les corps ne sont pas correctement couverts cela sera meilleur pour vous dans ce bas monde et dans l'au delà.
Mesdames couvrez vos corps cela sera meilleur pour vous dans ce bas monde et dans l'au delà.",0,1758672000,root,"@samirbenabdallah9462 Que la paix soit sur vous.
Croyez en ALLAH (DIEU) et au jour du jugement et œuvrez dans le bien.
Évitez de montrer des femmes dont les corps ne sont pas correctement couverts cela sera meilleur pour vous dans ce bas monde et dans l'au delà.
Mesdames couvrez vos corps cela sera meilleur pour vous dans ce bas monde et dans l'au delà.",neutre,0.0,,,0,0,0
Ugxw17pwdAZLCzX98kV4AaABAg,@moonnine7786,เค้าพูดอะไรถึงเมสซี่ ดีใจด้วย🤙,0,1758672000,root,@moonnine7786 เค้าพูดอะไรถึงเมสซี่ ดีใจด้วย🤙,neutre,0.0,,,0,0,0
Ugzd1y0Ii3Q9e9cg8Zd4AaABAg,@oguz74000,"Et franchement cette année en verité il y a pas de joueur magique au dessus , comme des ronaldhinos ronaldo mazeria cr7 messi  Maradonna chevchneko figo roberto carlos rivaldo Zidane Henry gerard ortega batistuta  van basten cruyf  pele et plein dautre cette annee cest la merde serieux un gamin de 18 ans et dembele le niveau est bas,meme mbappe est meilleur",0,1758672000,root,"@oguz74000 Et franchement cette année en verité il y a pas de joueur magique au dessus , comme des ronaldhinos ronaldo mazeria cr7 messi  Maradonna chevchneko figo roberto carlos rivaldo Zidane Henry gerard ortega batistuta  van basten cruyf  pele et plein dautre cette annee cest la merde serieux un gamin de 18 ans et dembele le niveau est bas,meme mbappe est meilleur",neutre,0.0,,,0,0,0
UgyDrH4XoZVyext-i154AaABAg,@mohamedbenhamou8966,"Dembelé est un bon joueur, avec les mêmes critères et s'il n'était pas français.
Même pas en rêve le ballon d'or !!",0,1758672000,root,"@mohamedbenhamou8966 Dembelé est un bon joueur, avec les mêmes critères et s'il n'était pas français.
Même pas en rêve le ballon d'or !!",neutre,0.0,,,0,0,0
UgybsFvTTmKjctof7JZ4AaABAg,@kuda_7300,Retenons que ce fut exceptionnel,0,1758672000,root,@kuda_7300 Retenons que ce fut exceptionnel,neutre,0.0,,,0,0,0
Ugwg6aFzSFeRX3PlYlp4AaABAg,@DarkTSF223,lol yavait aucune chance que yamal gagne il a rien gagné,0,1758672000,root,@DarkTSF223 lol yavait aucune chance que yamal gagne il a rien gagné,neutre,0.3,,,0,0,1
Ugw3CPLxwc2uArYPkz14AaABAg,@hayateelf7383,Lamine méritait plus doumage😢,0,1758672000,root,@hayateelf7383 Lamine méritait plus doumage😢,negatif,-0.8,,,0,1,0
UgznUsAFev089o0F6KV4AaABAg,@avenirbonheur8127,Dembele😂❤❤❤❤,0,1758672000,root,@avenirbonheur8127 Dembele😂❤❤❤❤,positif,3.2,,,4,0,0
UgwWpHeOHNaKsS6TOp94AaABAg,@ratisradjabu2443,Félicitations a Ousmane Dembelé,0,1758672000,root,@ratisradjabu2443 Félicitations a Ousmane Dembelé,positif,1.0,felicitation,,0,0,0
Ugyjp97LNtONvckpVfh4AaABAg,@alexandemartin2849,"Respect, votre discours contribue à faire de vous un grand champion",0,1758672000,root,"@alexandemartin2849 Respect, votre discours contribue à faire de vous un grand champion",positif,1.0,respect,,0,0,0
UgwNPaqGbhWbVYiL6lx4AaABAg,@lty2602,Aaahh le regard de la daronne❤️‍🔥👑,0,1758672000,root,@lty2602 Aaahh le regard de la daronne❤️‍🔥👑,neutre,0.0,,,0,0,0
Ugw0jIBY-OMIvTwzzah4AaABAg,@Hypramide,"Il mérite, 0 ego , que du remerciement et boom ça il va être plus fort cette année",0,1758672000,root,"@Hypramide Il mérite, 0 ego , que du remerciement et boom ça il va être plus fort cette année",positif,2.0,"fort, merite",,0,0,0
Ugzeo0ku-QPFo8BKFkF4AaABAg,@latyrndiaye8629,❤❤,0,1758672000,root,@latyrndiaye8629 ❤❤,positif,1.6,,,2,0,0
UgwEhEqqqWn95LGcbnh4AaABAg,@sivitesatar4645,Merecido...🎉🎉🎉🎉,0,1758672000,root,@sivitesatar4645 Merecido...🎉🎉🎉🎉,positif,3.2,,,4,0,0
UgyToXuoEZwCaFykedh4AaABAg,@foued68,Exceptionnellement exptionnel♥️,0,1758672000,root,@foued68 Exceptionnellement exptionnel♥️,neutre,0.0,,,0,0,0
Ugyl7Jy2aE1V-m0RJ354AaABAg,@opheliemariedominiquedjoke5860,Force a nos mamans et longue vie à elles,0,1758672000,root,@opheliemariedominiquedjoke5860 Force a nos mamans et longue vie à elles,neutre,0.0,,,0,0,0
UgytHMz1rBofhstTZ4V4AaABAg,@sorellita0,Une personne reconnaissante🎉🎉🎉🎉🎉,0,1758672000,root,@sorellita0 Une personne reconnaissante🎉🎉🎉🎉🎉,positif,4.0,,,5,0,0
UgzmrYRlRZKZ-S5M5rN4AaABAg,@madjester33,Mérité bg,0,1758672000,root,@madjester33 Mérité bg,positif,1.0,merite,,0,0,0
UgxKDwzBAQXImTIdiU14AaABAg,@MoussaKouyaté-m4o,Oui respect 🎉,0,1758672000,root,@MoussaKouyaté-m4o Oui respect 🎉,positif,1.8,respect,,1,0,0
Ugza-Htw6nH5OsJVcLZ4AaABAg,@opheliemariedominiquedjoke5860,Mbappe aurais dû l'avoir mais Dembele mais aussi félicitation 🎉🎉 prochainement mbappe force a toi felicitation a toi Ousmane Dembele🎉🎉🎉❤❤😂,0,1758672000,root,@opheliemariedominiquedjoke5860 Mbappe aurais dû l'avoir mais Dembele mais aussi félicitation 🎉🎉 prochainement mbappe force a toi felicitation a toi Ousmane Dembele🎉🎉🎉❤❤😂,positif,6.6000000000000005,felicitation,,7,0,0
Ugyj40PUomr_4hkfmkt4AaABAg,@M.R-b5r,"Très beau discours.
Bravo Dembélé !",0,1758672000,root,"@M.R-b5r Très beau discours.
Bravo Dembélé !",positif,1.0,bravo,,0,0,0
Ugz5pcocE5MvQJdP9_B4AaABAg,@AmirTemir-od2nu,"Juda koʻp jarohatlardan keyin, yana oyoqqa turib katta natijaga erishish qiyin! Alloh seni mukofotlasin!🤲",0,1758672000,root,"@AmirTemir-od2nu Juda koʻp jarohatlardan keyin, yana oyoqqa turib katta natijaga erishish qiyin! Alloh seni mukofotlasin!🤲",neutre,0.0,,,0,0,0
UgxbM5B7ew7w8pnh99J4AaABAg,@vadormirpointcom4044,La femme ces un transs ont est d’accord?,0,1758672000,root,@vadormirpointcom4044 La femme ces un transs ont est d’accord?,neutre,0.0,,,0,0,0
UgwtYTLOJSeLWNxjaqF4AaABAg,@LluviaSerenata-i7d,"Si on m’avait dit que Dembélé gagnerait le Ballon d’Or avant Mbappé, je ne l’aurais jamais cru. Quelle belle surprise ! Bravo à lui pour ce parcours incroyable et félicitations pour ce sacre mérité. 🙌🔥 Félicitations Dembélé, profite bien de ce moment historique ! 🏆⚽💙",59,1758672000,root,"@LluviaSerenata-i7d Si on m’avait dit que Dembélé gagnerait le Ballon d’Or avant Mbappé, je ne l’aurais jamais cru. Quelle belle surprise ! Bravo à lui pour ce parcours incroyable et félicitations pour ce sacre mérité. 🙌🔥 Félicitations Dembélé, profite bien de ce moment historique ! 🏆⚽💙",positif,6.4,"bravo, felicitation, incroyable, merite",,3,0,0
UgwtYTLOJSeLWNxjaqF4AaABAg.ANPg1qfCM1TANPmpV-YqBH,@raypic5372,Mbappe ne l'aura jamais il est sur côté ses heures de gloire son loin derrière lui😂😂😂,1,1758672000,UgwtYTLOJSeLWNxjaqF4AaABAg,@raypic5372 Mbappe ne l'aura jamais il est sur côté ses heures de gloire son loin derrière lui😂😂😂,neutre,0.0,,,0,0,0
UgwtYTLOJSeLWNxjaqF4AaABAg.ANPg1qfCM1TANQTOIut3ym,@fury_Drift,"Aucune personnalité, tu sais que le msg que tu as copier fait 2k de likes 🤦🤦",0,1758758400,UgwtYTLOJSeLWNxjaqF4AaABAg,"@fury_Drift Aucune personnalité, tu sais que le msg que tu as copier fait 2k de likes 🤦🤦",neutre,0.0,,,0,0,0
UgwtYTLOJSeLWNxjaqF4AaABAg.ANPg1qfCM1TANQYHmLJzxy,@bateauivre9391," @raypic5372  Ton assertion ne repose sur rien. Ton post est nul et gratuit, à l'image de son auteur sans doute.",0,1758758400,UgwtYTLOJSeLWNxjaqF4AaABAg,"@bateauivre9391  @raypic5372  Ton assertion ne repose sur rien. Ton post est nul et gratuit, à l'image de son auteur sans doute.",negatif,-1.0,,nul,0,0,0
UgwtYTLOJSeLWNxjaqF4AaABAg.ANPg1qfCM1TANR-PWIdHw_,@samiraBenz1,Tous les joueurs techniques méritent d'avoir le BO avant M'bappé le sprinter,1,1758758400,UgwtYTLOJSeLWNxjaqF4AaABAg,@samiraBenz1 Tous les joueurs techniques méritent d'avoir le BO avant M'bappé le sprinter,positif,1.0,merite,,0,0,0
UgwtYTLOJSeLWNxjaqF4AaABAg.ANPg1qfCM1TANRTELKDL7i,@bateauivre9391," @samiraBenz1  Sprinter et meilleur buteur européen la saison dernière, hein ? malgré un transfert et un début de championnat compliqué... Heureusement pour toi que le ridicule ne tue pas !",0,1758758400,UgwtYTLOJSeLWNxjaqF4AaABAg,"@bateauivre9391  @samiraBenz1  Sprinter et meilleur buteur européen la saison dernière, hein ? malgré un transfert et un début de championnat compliqué... Heureusement pour toi que le ridicule ne tue pas !",negatif,-1.0,,ridicule,0,0,0
UgwtYTLOJSeLWNxjaqF4AaABAg.ANPg1qfCM1TANRUKkOSfBV,@samiraBenz1," @bateauivre9391  Le ridicule devrait te tuer TOI mais heureusement pour toi, il ne tue pas. Ses buts qui n'ont servi à rien,  cela s'appelle des stats BIDON. Le soulier d'or est un trophée ridicule, marquer plein de buts et ne rien gagner, ça ne mérite aucun trophée. Quand au soi disant parcours incroyable, laisse moi rire, son parcours était comique face aux grandes équipes. LE soi disant meilleur joueur fait gagner SON équipe, il ne soigne pas ses stats personnelles. Paske le Real n'a pas bénéficié de son nombre de buts : zéro titre, ni Liga ni LDC Walou, nada, NIET, nothing.
Ceux qui comprennent et aiment le foot ne regardent pas les stats mais la technique du joueur et son QI foot, ses différentes qualités sur le terrain, sa vision de jeu et ce qu'il apporte au collectif et s'il fait gagner son équipe.",0,1758758400,UgwtYTLOJSeLWNxjaqF4AaABAg,"@samiraBenz1  @bateauivre9391  Le ridicule devrait te tuer TOI mais heureusement pour toi, il ne tue pas. Ses buts qui n'ont servi à rien,  cela s'appelle des stats BIDON. Le soulier d'or est un trophée ridicule, marquer plein de buts et ne rien gagner, ça ne mérite aucun trophée. Quand au soi disant parcours incroyable, laisse moi rire, son parcours était comique face aux grandes équipes. LE soi disant meilleur joueur fait gagner SON équipe, il ne soigne pas ses stats personnelles. Paske le Real n'a pas bénéficié de son nombre de buts : zéro titre, ni Liga ni LDC Walou, nada, NIET, nothing.
Ceux qui comprennent et aiment le foot ne regardent pas les stats mais la technique du joueur et son QI foot, ses différentes qualités sur le terrain, sa vision de jeu et ce qu'il apporte au collectif et s'il fait gagner son équipe.",positif,1.0,"incroyable, merite",ridicule,0,0,0
UgwtYTLOJSeLWNxjaqF4AaABAg.ANPg1qfCM1TANRq5bgHq2j,@maxkapasa2416,Gsuis de meme avis avec toi bro 🙏👏👏,0,1758758400,UgwtYTLOJSeLWNxjaqF4AaABAg,@maxkapasa2416 Gsuis de meme avis avec toi bro 🙏👏👏,positif,1.6,,,2,0,0
UgwtYTLOJSeLWNxjaqF4AaABAg.ANPg1qfCM1TANS47pMk1B2,@raypic5372,​ @bateauivre9391 pompes moi toi 🎉,0,1758758400,UgwtYTLOJSeLWNxjaqF4AaABAg,@raypic5372 ​ @bateauivre9391 pompes moi toi 🎉,positif,0.8,,,1,0,0
Ugy5plqagFEwotNvnht4AaABAg,@Quantumfest,"I smell a lot of money, money can change not just a destiny but a loser can make him a winner and vice virsa. The truth will be one day revealed about this ceremony, it won’t last .",0,1758672000,root,"@Quantumfest I smell a lot of money, money can change not just a destiny but a loser can make him a winner and vice virsa. The truth will be one day revealed about this ceremony, it won’t last .",neutre,0.0,,,0,0,0
Ugz24FMtVcDG62P4Mlh4AaABAg,@babacar718,Vraiment tu le mérites et pas de contestation pour cette nomination ❤❤❤❤🇨🇵,0,1758672000,root,@babacar718 Vraiment tu le mérites et pas de contestation pour cette nomination ❤❤❤❤🇨🇵,positif,4.2,merite,,4,0,0
Ugz24FMtVcDG62P4Mlh4AaABAg.ANPfrQk0_CmANPieLzh5F2,@oguz74000,merites ??? on a une generation qui est 0 ta vu un peu les nom des ballons dor precedent,0,1758672000,Ugz24FMtVcDG62P4Mlh4AaABAg,@oguz74000 merites ??? on a une generation qui est 0 ta vu un peu les nom des ballons dor precedent,positif,1.0,merite,,0,0,0
Ugx11xjW93epE1fiDRV4AaABAg,@bug.id9340,Ousmane ❤on est archi heureux pour toi t'es un vrai gars ✊🏻☝🏻,0,1758672000,root,@bug.id9340 Ousmane ❤on est archi heureux pour toi t'es un vrai gars ✊🏻☝🏻,positif,0.8,,,1,0,0
Ugz8E5QXgJ11d3ZgWLp4AaABAg,@beyonder1918,Al Hamdoulilahi!:trophy-yellow-smiling::yougotthis:,0,1758672000,root,@beyonder1918 Al Hamdoulilahi!:trophy-yellow-smiling::yougotthis:,neutre,0.0,,,0,0,0
UgwzjT9jxN4nImUl57x4AaABAg,@IreneeKonkobo-uo3jg,Fallait que Mbappé parte pour qu'il brille 🎉,0,1758672000,root,@IreneeKonkobo-uo3jg Fallait que Mbappé parte pour qu'il brille 🎉,positif,0.8,,,1,0,0
UgxJkiC3KrLJ6a6fQxJ4AaABAg,@helenemarie9480,Après l’effort le réconfort bravo,0,1758672000,root,@helenemarie9480 Après l’effort le réconfort bravo,positif,2.0,"fort, bravo",,0,0,0
UgxrXI2ZPYVWNtGiTEt4AaABAg,@yannicklevytv01,Respect à la légende Ronaldinho ❤❤❤,1,1758672000,root,@yannicklevytv01 Respect à la légende Ronaldinho ❤❤❤,positif,4.4,"respect, legend",,3,0,0
UgwL1B8pi7zVdVj_XXh4AaABAg,@Alainkazadi-y2u,"Félicitations mon frère !!!
Le Barça te bloquait, voilà aujourd'hui tu as tout gagné.",0,1758672000,root,"@Alainkazadi-y2u Félicitations mon frère !!!
Le Barça te bloquait, voilà aujourd'hui tu as tout gagné.",positif,1.0,felicitation,,0,0,0
UgxnES6Z905UI3tT26V4AaABAg,@Hyperchaud,"ça faisait des années que je n'avais pas été aussi touché lors d'une remise de ballon d'or , un discours sincére tout simplement , bravo Ousmane",1,1758672000,root,"@Hyperchaud ça faisait des années que je n'avais pas été aussi touché lors d'une remise de ballon d'or , un discours sincére tout simplement , bravo Ousmane",positif,1.0,bravo,,0,0,0
UgzpMJyKAJ1yl9WOUUZ4AaABAg,@Yayastare,"Il le mérite  amplement, force a lui👌🤜🤛✊✊",2,1758672000,root,"@Yayastare Il le mérite  amplement, force a lui👌🤜🤛✊✊",positif,1.0,merite,,0,0,0
UgwNlV6l9aWN3YwrEJZ4AaABAg,@faicalammisaid3705,Le niveau de foot 😢,0,1758672000,root,@faicalammisaid3705 Le niveau de foot 😢,negatif,-0.8,,,0,1,0
UgwouWoH-dVJdotnTnV4AaABAg,@adammarek3790,HAKIMI !!!!!!,0,1758672000,root,@adammarek3790 HAKIMI !!!!!!,neutre,0.0,,,0,0,0
Ugx4TOp3_wmZPM6UHMp4AaABAg,@LucieFerreira-e8v,Mérité cher Dembelé (en plus  ça rime 😊) Je vous embrasse très fort 🥰,0,1758672000,root,@LucieFerreira-e8v Mérité cher Dembelé (en plus  ça rime 😊) Je vous embrasse très fort 🥰,positif,2.8,"fort, merite",,1,0,0
Ugw2zWBqwqHMvgrSkV94AaABAg,@paveboyscampina393,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,0,1758672000,root,@paveboyscampina393 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,neutre,0.0,,,0,0,0
UgyRNZH78ZJAGpSX5vd4AaABAg,@btc7694,Pourquoi avoir changé de plan à l’annonce du gagnant ça m’énerve tellement ce genre de truc on veut voir la réaction,0,1758672000,root,@btc7694 Pourquoi avoir changé de plan à l’annonce du gagnant ça m’énerve tellement ce genre de truc on veut voir la réaction,neutre,0.0,,,0,0,0
Ugxdfn9n82YX7DtbhCx4AaABAg,@c.francky8793,Sur sur côté de ouf le gar!!! Finition à chier surtout en EDF. remercié tous le monde sauf sa meuf et lamin qui etait en concurrence avec lui !!,0,1758672000,root,@c.francky8793 Sur sur côté de ouf le gar!!! Finition à chier surtout en EDF. remercié tous le monde sauf sa meuf et lamin qui etait en concurrence avec lui !!,neutre,0.0,,,0,0,0
